,id,mean_dist_day,mean_over_speed_perc,Cluster(4)
775,3423311705,45.41,6,Group 2
776,3423314392,70.97,4,Group 2
777,3423311696,36.19,4,Group 2
778,3423311472,56.54,3,Group 2
779,3423313301,44.52,1,Group 2
780,3423313384,42.87,6,Group 2
781,3423311703,33.86,5,Group 2
782,3423311197,65.17,10,Group 2
783,3423311656,42.75,4,Group 2
784,3423310696,42.59,6,Group 2
785,3423314437,45.15,3,Group 2
786,3423311419,49.7,3,Group 2
787,3423312537,55.39,2,Group 2
788,3423313631,32.12,6,Group 2
789,3423313117,60.07,6,Group 2
790,3423313966,62.34,3,Group 2
791,3423311283,75.84,3,Group 2
792,3423312186,49.46,8,Group 2
793,3423312963,58.15,7,Group 2
794,3423314215,49.1,9,Group 2
795,3423311568,45.97,4,Group 2
796,3423311782,37.1,6,Group 2
797,3423310664,55.74,6,Group 2
798,3423311421,42.81,6,Group 2
799,3423313735,53.28,5,Group 2
800,3423310606,43.15,3,Group 2
801,3423312350,54.53,4,Group 2
802,3423312885,69.29,4,Group 2
803,3423314075,42.99,4,Group 2
804,3423312319,66.21,4,Group 2
805,3423313840,50.94,5,Group 2
806,3423311059,53.75,6,Group 2
807,3423312828,45.17,5,Group 2
808,3423311763,44.64,7,Group 2
809,3423313655,39.62,7,Group 2
810,3423312566,54.55,7,Group 2
811,3423311554,53.05,4,Group 2
812,3423313128,54.35,1,Group 2
813,3423311830,48.64,6,Group 2
814,3423313787,49.34,5,Group 2
815,3423312940,46.83,2,Group 2
816,3423314039,31.81,4,Group 2
817,3423310512,34.46,3,Group 2
818,3423314109,27.3,5,Group 2
819,3423311610,53.95,3,Group 2
820,3423312550,46.57,6,Group 2
821,3423314273,33.36,6,Group 2
822,3423313318,36.42,7,Group 2
823,3423311833,65.73,5,Group 2
824,3423310622,49.9,5,Group 2
825,3423313486,56.31,3,Group 2
826,3423313417,33.04,3,Group 2
827,3423313760,48.62,10,Group 2
828,3423310959,47.42,5,Group 2
829,3423314026,68.57,4,Group 2
830,3423312527,45.07,4,Group 2
831,3423311975,56.07,7,Group 2
832,3423312164,47.01,6,Group 2
833,3423310547,51.53,6,Group 2
834,3423310648,51.81,7,Group 2
835,3423313553,66.83,6,Group 2
836,3423311998,50.79,4,Group 2
837,3423313444,46.33,2,Group 2
838,3423312617,30.52,11,Group 2
839,3423313274,41.67,1,Group 2
840,3423312788,53.38,7,Group 2
841,3423311815,60.45,6,Group 2
842,3423311318,41.56,3,Group 2
843,3423311056,28.94,4,Group 2
844,3423312790,43.5,8,Group 2
845,3423311187,56.31,6,Group 2
846,3423312471,67.77,4,Group 2
847,3423312924,41.93,2,Group 2
848,3423314280,71.73,5,Group 2
849,3423311852,57.04,0,Group 2
850,3423314135,38.44,7,Group 2
851,3423312276,55.64,5,Group 2
852,3423314325,57.39,2,Group 2
853,3423313592,60.07,3,Group 2
854,3423313395,46.69,2,Group 2
855,3423311523,46.59,3,Group 2
856,3423314106,55.64,3,Group 2
857,3423311452,46.09,4,Group 2
858,3423313046,46.25,2,Group 2
859,3423314403,61.75,8,Group 2
860,3423314303,66.17,4,Group 2
861,3423314233,58.07,6,Group 2
862,3423311653,56.07,4,Group 2
863,3423312383,49.81,6,Group 2
864,3423311778,49.75,5,Group 2
865,3423311916,35.17,9,Group 2
866,3423312658,55.71,5,Group 2
867,3423311903,49.71,4,Group 2
868,3423311853,48.97,3,Group 2
869,3423313111,61.79,5,Group 2
870,3423312175,42.77,7,Group 2
871,3423313709,47.63,8,Group 2
872,3423313297,67.19,4,Group 2
873,3423312072,52.03,3,Group 2
874,3423314173,55.64,5,Group 2
875,3423314028,44.09,5,Group 2
876,3423312891,49.52,7,Group 2
877,3423313045,49.78,4,Group 2
878,3423312073,39.56,5,Group 2
879,3423312508,50.54,8,Group 2
880,3423311818,39.46,9,Group 2
881,3423314430,41.69,5,Group 2
882,3423312844,48.03,8,Group 2
883,3423310534,37.91,5,Group 2
884,3423311139,40.81,4,Group 2
885,3423312170,58.1,2,Group 2
886,3423311659,49.63,5,Group 2
887,3423312734,59.36,7,Group 2
888,3423313806,37.14,6,Group 2
889,3423313066,49.41,6,Group 2
890,3423313269,57.34,2,Group 2
891,3423311361,46.58,7,Group 2
892,3423313306,42.21,6,Group 2
893,3423311548,41.14,2,Group 2
894,3423313692,37.63,3,Group 2
895,3423311121,60.88,5,Group 2
896,3423310928,64.56,3,Group 2
897,3423314099,58.97,6,Group 2
898,3423313531,51.2,6,Group 2
899,3423311416,52.84,3,Group 2
900,3423313875,22.36,5,Group 2
901,3423313812,60.75,2,Group 2
902,3423314008,60.38,4,Group 2
903,3423310593,64.18,1,Group 2
904,3423311764,71.11,6,Group 2
905,3423310521,31.35,3,Group 2
906,3423312928,52.38,4,Group 2
907,3423311155,54.01,4,Group 2
908,3423310768,51.31,5,Group 2
909,3423313122,65.89,3,Group 2
910,3423313403,51.92,7,Group 2
911,3423312683,57.51,5,Group 2
912,3423311154,48.94,3,Group 2
913,3423313363,34.86,6,Group 2
914,3423310747,42.96,3,Group 2
915,3423311016,38.96,4,Group 2
916,3423311731,41.74,8,Group 2
917,3423313375,66.37,5,Group 2
918,3423311386,31.92,4,Group 2
919,3423313979,52.07,6,Group 2
920,3423312979,55.77,5,Group 2
921,3423312246,59.03,4,Group 2
922,3423311971,49.53,7,Group 2
923,3423314361,56.58,7,Group 2
924,3423314055,33.62,7,Group 2
925,3423312698,70.55,6,Group 2
926,3423311829,63.68,2,Group 2
927,3423310906,61.78,9,Group 2
928,3423311206,39.21,8,Group 2
929,3423310546,37.13,5,Group 2
930,3423312794,57.08,6,Group 2
931,3423312009,24.9,8,Group 2
932,3423312126,55.34,5,Group 2
933,3423310634,43.47,7,Group 2
934,3423314049,73.8,6,Group 2
935,3423311275,58.36,10,Group 2
936,3423313127,52.88,4,Group 2
937,3423311694,44.65,6,Group 2
938,3423313364,46.85,5,Group 2
939,3423312763,55.2,7,Group 2
940,3423311626,58.28,0,Group 2
941,3423313314,67.36,6,Group 2
942,3423312050,50.38,5,Group 2
943,3423311578,56.21,1,Group 2
944,3423314214,47.79,6,Group 2
945,3423312244,63.18,5,Group 2
946,3423314336,57.18,5,Group 2
947,3423310930,58.44,6,Group 2
948,3423313155,60.4,6,Group 2
949,3423313175,43.94,4,Group 2
950,3423310537,53.34,3,Group 2
951,3423314321,42.96,3,Group 2
952,3423312097,46.07,3,Group 2
953,3423311414,52.09,9,Group 2
954,3423311584,57.35,5,Group 2
955,3423312217,72.05,7,Group 2
956,3423312163,55.19,4,Group 2
957,3423312061,33.32,4,Group 2
958,3423314054,51.53,4,Group 2
959,3423313950,52.11,5,Group 2
960,3423313135,46.24,7,Group 2
961,3423314444,51.59,6,Group 2
962,3423312929,63.62,6,Group 2
963,3423313565,59.02,5,Group 2
964,3423311674,53.71,6,Group 2
965,3423314304,60.37,6,Group 2
966,3423310530,56,9,Group 2
967,3423310779,58.05,5,Group 2
968,3423313416,50.86,6,Group 2
969,3423313880,39.44,8,Group 2
970,3423313672,44.61,8,Group 2
971,3423314151,54.2,10,Group 2
972,3423310729,36.76,5,Group 2
973,3423312719,74.83,4,Group 2
974,3423313687,46.57,6,Group 2
975,3423310818,50.74,4,Group 2
976,3423312178,46.85,4,Group 2
977,3423311060,52.01,4,Group 2
978,3423311914,63.96,6,Group 2
979,3423314037,68.24,2,Group 2
980,3423312700,43.22,7,Group 2
981,3423311825,51.73,6,Group 2
982,3423314432,44.04,5,Group 2
983,3423312232,53.66,6,Group 2
984,3423313926,54.99,4,Group 2
985,3423312127,59.09,5,Group 2
986,3423312103,64.15,6,Group 2
987,3423314189,28.36,7,Group 2
988,3423313891,57.13,4,Group 2
989,3423311456,54.29,9,Group 2
990,3423311253,70.87,7,Group 2
991,3423310794,46.55,5,Group 2
992,3423312031,64.77,5,Group 2
993,3423312407,48.84,5,Group 2
994,3423312514,51.37,2,Group 2
995,3423313064,75.54,7,Group 2
996,3423313366,44.68,7,Group 2
997,3423313208,46.59,4,Group 2
998,3423310467,46.66,8,Group 2
999,3423313929,50.36,3,Group 2
1000,3423312191,51.39,4,Group 2
1001,3423314228,53.95,2,Group 2
1002,3423310692,57.78,7,Group 2
1003,3423311920,45.77,4,Group 2
1004,3423312323,44.64,6,Group 2
1005,3423312158,42.6,2,Group 2
1006,3423310710,63.59,3,Group 2
1007,3423312605,53.75,6,Group 2
1008,3423312843,55.88,3,Group 2
1009,3423312880,31.35,7,Group 2
1010,3423312507,42.2,5,Group 2
1011,3423313096,50.1,7,Group 2
1012,3423312316,40.18,4,Group 2
1013,3423313210,43.8,3,Group 2
1014,3423314052,41.84,7,Group 2
1015,3423311163,57.03,4,Group 2
1016,3423311520,70.83,5,Group 2
1017,3423313545,54.96,3,Group 2
1018,3423314212,72.8,1,Group 2
1019,3423313053,45.58,5,Group 2
1020,3423312744,61.79,3,Group 2
1021,3423311212,39.81,4,Group 2
1022,3423313654,60.9,3,Group 2
1023,3423310448,53.76,9,Group 2
1024,3423313473,55.85,5,Group 2
1025,3423312980,63.36,6,Group 2
1026,3423310613,63.15,6,Group 2
1027,3423310731,58.98,6,Group 2
1028,3423311773,44.21,5,Group 2
1029,3423311759,42.09,2,Group 2
1030,3423311312,39.78,5,Group 2
1031,3423310673,70.77,5,Group 2
1032,3423312509,54.82,3,Group 2
1033,3423313839,54.07,5,Group 2
1034,3423311874,56.74,7,Group 2
1035,3423311249,42.78,5,Group 2
1036,3423312534,22.27,7,Group 2
1037,3423311263,43.07,4,Group 2
1038,3423313849,43.5,4,Group 2
1039,3423310786,58.48,8,Group 2
1040,3423313756,40.4,6,Group 2
1041,3423311443,54.84,5,Group 2
1042,3423311534,51.83,6,Group 2
1043,3423312046,53.08,2,Group 2
1044,3423313578,51.08,7,Group 2
1045,3423312827,63.84,1,Group 2
1046,3423311243,40.95,6,Group 2
1047,3423313462,48.07,4,Group 2
1048,3423313547,63.67,7,Group 2
1049,3423310565,56.59,2,Group 2
1050,3423311107,39.37,5,Group 2
1051,3423312239,46.7,6,Group 2
1052,3423314073,50.53,6,Group 2
1053,3423312083,54.02,4,Group 2
1054,3423312807,47.21,4,Group 2
1055,3423311298,48.05,9,Group 2
1056,3423311904,52.01,7,Group 2
1057,3423312736,65.61,4,Group 2
1058,3423313404,58.38,5,Group 2
1059,3423313126,51.45,5,Group 2
1060,3423310912,51.74,3,Group 2
1061,3423312724,54.57,3,Group 2
1062,3423311322,53.41,8,Group 2
1063,3423312759,46.4,5,Group 2
1064,3423313598,39.22,3,Group 2
1065,3423311943,56.13,5,Group 2
1066,3423312448,48.63,7,Group 2
1067,3423313752,40.75,4,Group 2
1068,3423314205,50.55,5,Group 2
1069,3423311905,45.64,3,Group 2
1070,3423313499,59.35,4,Group 2
1071,3423314024,50.47,1,Group 2
1072,3423313187,36.82,3,Group 2
1073,3423313211,46.86,4,Group 2
1074,3423313995,43.53,2,Group 2
1075,3423313745,48.16,6,Group 2
1076,3423312860,48.21,2,Group 2
1077,3423314194,59.44,7,Group 2
1078,3423310682,42.9,6,Group 2
1079,3423313534,57.77,2,Group 2
1080,3423311686,46.41,5,Group 2
1081,3423313698,40.59,9,Group 2
1082,3423311231,44.24,4,Group 2
1083,3423314435,60.7,1,Group 2
1084,3423311611,52.5,3,Group 2
1085,3423312638,56.38,10,Group 2
1086,3423314419,45.2,6,Group 2
1087,3423312952,48.46,6,Group 2
1088,3423313896,48.5,6,Group 2
1089,3423313488,45.83,2,Group 2
1090,3423313103,54.89,4,Group 2
1091,3423313574,38.09,2,Group 2
1092,3423312978,52.25,5,Group 2
1093,3423313604,48.21,8,Group 2
1094,3423311641,50.43,7,Group 2
1095,3423310531,50.07,2,Group 2
1096,3423312591,48.47,9,Group 2
1097,3423312800,66.46,6,Group 2
1098,3423311865,40.46,5,Group 2
1099,3423311850,15.52,3,Group 2
1100,3423311697,62.54,4,Group 2
1101,3423312242,39.57,6,Group 2
1102,3423313733,47.88,7,Group 2
1103,3423312871,27.5,3,Group 2
1104,3423311075,45.97,7,Group 2
1105,3423310874,42.01,4,Group 2
1106,3423312241,62.54,4,Group 2
1107,3423312483,46.36,3,Group 2
1108,3423312575,47.58,10,Group 2
1109,3423313582,51.68,4,Group 2
1110,3423311185,71.04,4,Group 2
1111,3423312542,55.43,4,Group 2
1112,3423311647,36.37,2,Group 2
1113,3423312651,52.4,3,Group 2
1114,3423313272,36.89,6,Group 2
1115,3423311184,54.39,7,Group 2
1116,3423313953,54.56,5,Group 2
1117,3423310490,60.76,5,Group 2
1118,3423314243,30.32,3,Group 2
1119,3423310777,58.49,6,Group 2
1120,3423312286,59.55,8,Group 2
1121,3423311483,30.84,7,Group 2
1122,3423311134,44.06,1,Group 2
1123,3423313611,37.52,6,Group 2
1124,3423311889,64.31,5,Group 2
1125,3423313514,50.05,4,Group 2
1126,3423313799,54.52,6,Group 2
1127,3423312625,56.53,5,Group 2
1128,3423311465,59.16,8,Group 2
1129,3423313942,56.49,6,Group 2
1130,3423314413,33.68,4,Group 2
1131,3423311077,54.42,7,Group 2
1132,3423313197,47.62,5,Group 2
1133,3423310979,52.44,7,Group 2
1134,3423313388,55.47,7,Group 2
1135,3423313922,41.38,8,Group 2
1136,3423312059,60.32,3,Group 2
1137,3423313810,42.71,5,Group 2
1138,3423313673,41.83,8,Group 2
1139,3423313521,48.98,4,Group 2
1140,3423312852,57.87,5,Group 2
1141,3423311057,41.84,4,Group 2
1142,3423313721,55.12,6,Group 2
1143,3423314240,38.5,1,Group 2
1144,3423311350,37.73,4,Group 2
1145,3423312264,36.91,3,Group 2
1146,3423312349,37.5,6,Group 2
1147,3423312331,60.28,2,Group 2
1148,3423313918,45.51,6,Group 2
1149,3423310450,51.59,4,Group 2
1150,3423314161,49.46,6,Group 2
1151,3423313161,57.05,4,Group 2
1152,3423313824,41.16,2,Group 2
1153,3423311086,55.64,5,Group 2
1154,3423310493,56.91,3,Group 2
1155,3423313086,57.02,7,Group 2
1156,3423310598,60.17,5,Group 2
1157,3423310836,45.68,3,Group 2
1158,3423312386,68.44,6,Group 2
1159,3423310663,58.77,5,Group 2
1160,3423311473,51.97,2,Group 2
1161,3423313690,58.28,5,Group 2
1162,3423312890,50.39,5,Group 2
1163,3423311988,23.9,6,Group 2
1164,3423313746,36.91,6,Group 2
1165,3423314131,48.86,4,Group 2
1166,3423313378,70.21,6,Group 2
1167,3423311596,61.06,3,Group 2
1168,3423313235,49.54,9,Group 2
1169,3423313803,47.36,7,Group 2
1170,3423313936,54.75,5,Group 2
1171,3423310980,62.01,4,Group 2
1172,3423314301,56.41,3,Group 2
1173,3423310937,32.09,2,Group 2
1174,3423311875,42.75,7,Group 2
1175,3423312115,73.66,5,Group 2
1176,3423311906,54.27,5,Group 2
1177,3423314118,42.71,7,Group 2
1178,3423311145,46.62,3,Group 2
1179,3423314354,45.74,4,Group 2
1180,3423312154,53.28,5,Group 2
1181,3423313711,41.83,5,Group 2
1182,3423311309,48.76,4,Group 2
1183,3423314146,47.89,4,Group 2
1184,3423314247,49.28,2,Group 2
1185,3423314337,56.76,6,Group 2
1186,3423314061,42.92,6,Group 2
1187,3423310723,44.74,8,Group 2
1188,3423313207,51.19,5,Group 2
1189,3423311670,41.78,5,Group 2
1190,3423310506,47.95,9,Group 2
1191,3423312373,58.91,6,Group 2
1192,3423312835,52.6,7,Group 2
1193,3423311978,53.59,2,Group 2
1194,3423313201,48.09,6,Group 2
1195,3423314353,39.06,1,Group 2
1196,3423310811,57.59,4,Group 2
1197,3423312778,44.44,3,Group 2
1198,3423311500,59.68,4,Group 2
1199,3423310491,57.78,4,Group 2
1200,3423311985,27.86,8,Group 2
1201,3423312044,48.62,9,Group 2
1202,3423312049,54.09,5,Group 2
1203,3423313576,39.3,2,Group 2
1204,3423313458,38.32,5,Group 2
1205,3423313326,43.68,1,Group 2
1206,3423311970,53.08,5,Group 2
1207,3423314154,55.26,5,Group 2
1208,3423314184,51.24,2,Group 2
1209,3423312292,50.03,3,Group 2
1210,3423312032,49.38,3,Group 2
1211,3423314431,68.26,5,Group 2
1212,3423312491,44.97,8,Group 2
1213,3423311055,43.36,3,Group 2
1214,3423313771,42,8,Group 2
1215,3423314306,56.86,6,Group 2
1216,3423311267,36.67,7,Group 2
1217,3423312265,34.28,2,Group 2
1218,3423313319,57.2,5,Group 2
1219,3423311303,61.23,7,Group 2
1220,3423312337,41.21,5,Group 2
1221,3423311285,43.36,4,Group 2
1222,3423313887,43.16,6,Group 2
1223,3423310878,55.7,5,Group 2
1224,3423313772,46.44,5,Group 2
1225,3423314335,55.43,3,Group 2
1226,3423313954,55.96,8,Group 2
1227,3423314362,60.51,2,Group 2
1228,3423314107,55.29,6,Group 2
1229,3423313405,64.11,5,Group 2
1230,3423310610,47.18,7,Group 2
1231,3423311949,49.05,5,Group 2
1232,3423313407,41.91,5,Group 2
1233,3423313160,39.94,6,Group 2
1234,3423313230,52.03,5,Group 2
1235,3423313647,47.6,4,Group 2
1236,3423310576,57.05,9,Group 2
1237,3423314014,57.45,5,Group 2
1238,3423311237,29.65,3,Group 2
1239,3423314122,44.09,4,Group 2
1240,3423314375,61.38,9,Group 2
1241,3423312078,39.04,4,Group 2
1242,3423311859,48.86,10,Group 2
1243,3423313727,42.99,8,Group 2
1244,3423313716,53.51,8,Group 2
1245,3423310675,63.68,6,Group 2
1246,3423313546,35.51,7,Group 2
1247,3423313383,38.84,4,Group 2
1248,3423311406,52.64,6,Group 2
1249,3423314002,65.57,6,Group 2
1250,3423313740,47.85,7,Group 2
1251,3423312942,57.64,4,Group 2
1252,3423311191,62.54,7,Group 2
1253,3423311259,52.2,7,Group 2
1254,3423312628,35.54,7,Group 2
1255,3423311245,41.49,6,Group 2
1256,3423311334,49.31,6,Group 2
1257,3423314003,33.9,6,Group 2
1258,3423312489,41.13,4,Group 2
1259,3423312473,57.57,1,Group 2
1260,3423313794,40.22,6,Group 2
1261,3423310514,39.79,4,Group 2
1262,3423311589,56.45,4,Group 2
1263,3423311293,51.2,3,Group 2
1264,3423311634,54.34,6,Group 2
1265,3423311704,75.52,0,Group 2
1266,3423312300,37.02,2,Group 2
1267,3423311844,57.63,8,Group 2
1268,3423313519,37.91,7,Group 2
1269,3423310947,36.49,5,Group 2
1270,3423312655,44.97,9,Group 2
1271,3423310843,49.35,10,Group 2
1272,3423311474,53,4,Group 2
1273,3423312573,56.63,5,Group 2
1274,3423310535,66.45,4,Group 2
1275,3423310605,41.42,7,Group 2
1276,3423310616,59.14,8,Group 2
1277,3423312884,36.8,4,Group 2
1278,3423313044,55.03,2,Group 2
1279,3423312787,51.24,5,Group 2
1280,3423313031,45.52,4,Group 2
1281,3423310693,50.75,5,Group 2
1282,3423311067,73.97,3,Group 2
1283,3423312510,40.05,5,Group 2
1284,3423313071,49.55,3,Group 2
1285,3423311072,60.58,3,Group 2
1286,3423310570,36.12,4,Group 2
1287,3423312114,43.7,7,Group 2
1288,3423311561,77.82,9,Group 2
1289,3423312317,42.41,7,Group 2
1290,3423311941,46.46,6,Group 2
1291,3423313768,42.52,5,Group 2
1292,3423312255,48.96,6,Group 2
1293,3423313865,41.59,3,Group 2
1294,3423312926,58.07,5,Group 2
1295,3423313544,49.89,9,Group 2
1296,3423314088,71.42,3,Group 2
1297,3423312267,48.29,5,Group 2
1298,3423311199,47.24,3,Group 2
1299,3423313601,42,5,Group 2
1300,3423311069,52.11,8,Group 2
1301,3423310745,54.97,5,Group 2
1302,3423313489,58.11,9,Group 2
1303,3423312132,72.99,4,Group 2
1304,3423313178,58.53,2,Group 2
1305,3423311202,56.08,4,Group 2
1306,3423313662,33.77,3,Group 2
1307,3423312954,39.31,3,Group 2
1308,3423310538,33.46,8,Group 2
1309,3423313469,48.75,8,Group 2
1310,3423311000,64.69,5,Group 2
1311,3423312847,38.47,2,Group 2
1312,3423313780,47.13,3,Group 2
1313,3423311079,50.73,9,Group 2
1314,3423314274,34.4,2,Group 2
1315,3423311233,33.48,5,Group 2
1316,3423312287,45.9,7,Group 2
1317,3423310868,49.23,3,Group 2
1318,3423313242,51.51,6,Group 2
1319,3423312305,49.18,5,Group 2
1320,3423313730,57.78,5,Group 2
1321,3423311336,28.74,5,Group 2
1322,3423312674,45.15,5,Group 2
1323,3423314423,50.93,7,Group 2
1324,3423314204,61.99,5,Group 2
1325,3423314015,47.9,3,Group 2
1326,3423311724,65.76,4,Group 2
1327,3423310661,56.57,8,Group 2
1328,3423314352,48.53,4,Group 2
1329,3423312673,53.39,7,Group 2
1330,3423313304,43.86,8,Group 2
1331,3423311650,58.52,6,Group 2
1332,3423314162,66.75,7,Group 2
1333,3423311981,68.18,5,Group 2
1334,3423312708,62.89,5,Group 2
1335,3423311842,55.64,4,Group 2
1336,3423312918,53.12,6,Group 2
1337,3423310789,57.4,9,Group 2
1338,3423313525,35.52,6,Group 2
1339,3423314278,40,3,Group 2
1340,3423313952,58.5,5,Group 2
1341,3423312087,27.59,7,Group 2
1342,3423313006,45.9,6,Group 2
1343,3423310753,62.47,7,Group 2
1344,3423313102,38.7,5,Group 2
1345,3423313011,53.45,4,Group 2
1346,3423310607,56.48,3,Group 2
1347,3423310908,58.94,5,Group 2
1348,3423311355,58.46,8,Group 2
1349,3423312597,58.46,5,Group 2
1350,3423311982,57.82,1,Group 2
1351,3423311115,46.11,4,Group 2
1352,3423312475,57.25,6,Group 2
1353,3423311022,35.04,5,Group 2
1354,3423314271,38.49,7,Group 2
1355,3423311173,62.91,4,Group 2
1356,3423312670,51.77,5,Group 2
1357,3423312833,34.74,8,Group 2
1358,3423311446,48.67,3,Group 2
1359,3423313116,72.61,4,Group 2
1360,3423314066,41.2,3,Group 2
1361,3423310486,45.08,4,Group 2
1362,3423313356,54.41,7,Group 2
1363,3423313227,36.24,2,Group 2
1364,3423314020,43.29,4,Group 2
1365,3423311032,35.7,2,Group 2
1366,3423313374,49.07,7,Group 2
1367,3423312629,53.42,7,Group 2
1368,3423310816,66.52,2,Group 2
1369,3423312637,54.8,8,Group 2
1370,3423314101,51.22,4,Group 2
1371,3423314287,40.14,1,Group 2
1372,3423312468,45.01,7,Group 2
1373,3423312922,67.27,3,Group 2
1374,3423310704,55.42,6,Group 2
1375,3423313190,45,7,Group 2
1376,3423310899,63.99,5,Group 2
1377,3423311761,50.13,7,Group 2
1378,3423311142,41.71,8,Group 2
1379,3423313675,64.48,3,Group 2
1380,3423310935,52.58,7,Group 2
1381,3423310877,50.79,5,Group 2
1382,3423311912,60.41,8,Group 2
1383,3423312705,44.97,6,Group 2
1384,3423313140,43.83,3,Group 2
1385,3423311031,41.84,7,Group 2
1386,3423313778,60.82,5,Group 2
1387,3423313287,46.26,7,Group 2
1388,3423312002,44.7,4,Group 2
1389,3423313494,42.04,3,Group 2
1390,3423311983,38.93,1,Group 2
1391,3423311180,57.13,5,Group 2
1392,3423312351,37.52,1,Group 2
1393,3423311348,59.66,3,Group 2
1394,3423311125,49.6,4,Group 2
1395,3423310477,40.66,7,Group 2
1396,3423314211,48.05,7,Group 2
1397,3423312279,55.67,3,Group 2
1398,3423312010,43.35,3,Group 2
1399,3423310807,46.51,6,Group 2
1400,3423314270,70.91,7,Group 2
1401,3423311150,44.03,7,Group 2
1402,3423313294,35.2,6,Group 2
1403,3423311953,43.3,5,Group 2
1404,3423310726,44.78,6,Group 2
1405,3423310523,52.82,5,Group 2
1406,3423313305,37.21,5,Group 2
1407,3423311563,42.7,6,Group 2
1408,3423314025,33.32,8,Group 2
1409,3423312696,58.67,6,Group 2
1410,3423312639,58.13,7,Group 2
1411,3423312209,47.11,6,Group 2
1412,3423313502,45.39,6,Group 2
1413,3423312231,39.61,6,Group 2
1414,3423313619,63.94,4,Group 2
1415,3423310825,45.15,3,Group 2
1416,3423310812,59.59,6,Group 2
1417,3423312687,64.19,4,Group 2
1418,3423310886,45.63,7,Group 2
1419,3423311613,47.64,3,Group 2
1420,3423311637,63.75,8,Group 2
1421,3423313983,54.16,5,Group 2
1422,3423312346,66.42,4,Group 2
1423,3423310665,45.96,4,Group 2
1424,3423310690,37.21,6,Group 2
1425,3423310612,70.05,7,Group 2
1426,3423312034,54.32,3,Group 2
1427,3423311923,49.09,5,Group 2
1428,3423312052,47.47,7,Group 2
1429,3423312882,56.14,6,Group 2
1430,3423313802,47.57,5,Group 2
1431,3423313174,55.15,9,Group 2
1432,3423312118,52.99,9,Group 2
1433,3423313225,68.57,4,Group 2
1434,3423310946,35.46,5,Group 2
1435,3423310773,27.32,6,Group 2
1436,3423311118,44.74,2,Group 2
1437,3423311330,46.55,5,Group 2
1438,3423311447,36.59,7,Group 2
1439,3423313851,45.58,0,Group 2
1440,3423313202,68.64,9,Group 2
1441,3423311277,36.22,5,Group 2
1442,3423313723,43.94,6,Group 2
1443,3423313238,39.21,5,Group 2
1444,3423313334,32.36,5,Group 2
1445,3423310964,70.25,6,Group 2
1446,3423312381,51.06,7,Group 2
1447,3423310752,46.92,6,Group 2
1448,3423312092,44.49,7,Group 2
1449,3423311495,62.01,2,Group 2
1450,3423312815,32.33,7,Group 2
1451,3423312452,54.26,3,Group 2
1452,3423311205,52.53,6,Group 2
1453,3423313762,50.69,8,Group 2
1454,3423313819,53.79,5,Group 2
1455,3423310567,36.19,2,Group 2
1456,3423312487,42.01,4,Group 2
1457,3423311182,31.12,5,Group 2
1458,3423314094,56.16,6,Group 2
1459,3423313657,62.38,2,Group 2
1460,3423312635,52.32,6,Group 2
1461,3423314206,34.81,3,Group 2
1462,3423313099,42.03,4,Group 2
1463,3423311341,43.61,8,Group 2
1464,3423311270,63.2,7,Group 2
1465,3423312747,41.61,4,Group 2
1466,3423312730,33.45,5,Group 2
1467,3423311880,39.06,8,Group 2
1468,3423314108,53.51,1,Group 2
1469,3423311003,19.62,3,Group 2
1470,3423310788,41.26,7,Group 2
1471,3423311274,51.31,3,Group 2
1472,3423310623,32.51,2,Group 2
1473,3423312941,53.18,7,Group 2
1474,3423312675,51.24,5,Group 2
1475,3423310466,48.97,4,Group 2
1476,3423312480,68.7,3,Group 2
1477,3423312258,74.14,5,Group 2
1478,3423312784,38.76,6,Group 2
1479,3423310581,46.39,6,Group 2
1480,3423312802,56.55,2,Group 2
1481,3423311120,50.93,10,Group 2
1482,3423312503,44.51,1,Group 2
1483,3423314237,76.31,4,Group 2
1484,3423311683,59.02,3,Group 2
1485,3423313909,45.85,6,Group 2
1486,3423311735,59.98,6,Group 2
1487,3423312223,44.15,5,Group 2
1488,3423313501,56.09,11,Group 2
1489,3423314060,41.52,5,Group 2
1490,3423312981,71.33,4,Group 2
1491,3423313024,66.13,4,Group 2
1492,3423313446,38.77,5,Group 2
1493,3423312773,48.5,7,Group 2
1494,3423311973,43.65,5,Group 2
1495,3423313267,52.81,10,Group 2
1496,3423310743,57.35,7,Group 2
1497,3423313143,57.27,4,Group 2
1498,3423311397,58.51,6,Group 2
1499,3423310885,48.44,7,Group 2
1500,3423314436,45.99,3,Group 2
1501,3423313051,62.48,8,Group 2
1502,3423314195,53.07,1,Group 2
1503,3423313506,43.96,5,Group 2
1504,3423311942,55.07,6,Group 2
1505,3423310542,34.54,2,Group 2
1506,3423310991,50.82,6,Group 2
1507,3423312632,55.45,8,Group 2
1508,3423313940,50.43,7,Group 2
1509,3423314385,59.81,8,Group 2
1510,3423311643,48.09,3,Group 2
1511,3423313475,64.81,8,Group 2
1512,3423312707,48.74,7,Group 2
1513,3423311590,53.44,1,Group 2
1514,3423310516,52.31,3,Group 2
1515,3423311002,38.29,6,Group 2
1516,3423313084,47.79,9,Group 2
1517,3423311789,71.67,7,Group 2
1518,3423313890,37.41,5,Group 2
1519,3423314071,52.13,7,Group 2
1520,3423310867,63.03,2,Group 2
1521,3423312704,52.1,2,Group 2
